epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1053.52,1.38629,2.78397,1.48916,0.61286,0.33589,0.37836,0.16992,1.87563,2.43425,1.81331,0.00023654,0.00023654,0.00023654
